Order Date,Product Name,Category,Region,Quantity,Sales,Profit
2024-03-12,Printer,Office Supplies,South,7,2468.41,683.54
2026-03-19,Laptop,Technology,East,9,4966.45,1151.67
2025-04-16,Monitor,Technology,North,7,2316.12,450.42
2024-05-19,Mouse,Technology,North,5,2290.72,387.59
2024-02-04,Scanner,Office Supplies,North,2,804.48,166.91
2023-07-16,Speaker,Technology,West,10,929.35,247.4
2024-11-06,Mouse,Technology,West,9,511.06,77.07
2024-03-25,Headphone,Technology,West,5,3826.85,247.72
2026-02-15,Tablet,Technology,South,1,1626.13,218.66
2025-12-07,Scanner,Office Supplies,North,5,3476.09,694.11
2025-08-20,Mouse,Technology,West,6,3799.69,944.88
2024-08-07,Mouse,Technology,North,2,1677.01,381.05
2025-01-30,Tablet,Technology,North,3,3526.35,507.52
2026-03-17,Speaker,Technology,West,2,3765.93,344.77
2023-06-20,Laptop,Technology,West,3,4438.96,771.47
2025-05-01,Speaker,Technology,North,7,2148.92,112.42
2023-11-27,Printer,Office Supplies,East,9,3627.72,979.69
2023-07-31,Scanner,Office Supplies,South,3,3113.99,445.01
2024-07-13,Printer,Office Supplies,East,9,2663.93,269.36
2023-12-14,Headphone,Technology,East,3,1331.07,220.58
2025-05-27,Keyboard,Technology,North,6,2669.45,686.99
2023-07-13,Tablet,Technology,North,5,978.21,163.97
2026-01-14,Mouse,Technology,West,6,1076.41,79.08
2025-03-03,Monitor,Technology,South,2,399.43,66.77
2023-10-10,Scanner,Office Supplies,East,1,3218.08,871.57
2025-06-16,Mouse,Technology,West,10,1445.45,368.86
2025-09-27,Printer,Office Supplies,East,9,1899.65,459.24
2025-05-02,Speaker,Technology,South,2,3243.84,326.48
2023-11-20,Mouse,Technology,North,3,1471.93,170.35
2023-10-19,Speaker,Technology,East,10,2977.85,719.19
2024-11-13,Headphone,Technology,West,4,3063.4,893.49
2023-06-08,Keyboard,Technology,South,2,113.09,12.21
2023-12-17,Headphone,Technology,North,6,817.81,74.59
2026-05-06,Monitor,Technology,West,7,4490.17,283.09
2023-06-28,Phone,Technology,North,4,1702.74,298.14
2024-08-29,Speaker,Technology,West,6,2026.91,493.51
2024-01-02,Printer,Office Supplies,North,10,4209.38,544.03
2024-07-15,Mouse,Technology,East,3,4781.26,1369.22
2025-12-22,Tablet,Technology,East,2,2846.38,491.07
2025-07-29,Speaker,Technology,South,1,4508.83,960.48
2024-03-10,Scanner,Office Supplies,East,7,4291.32,1041.44
2023-10-23,Mouse,Technology,South,7,3123.17,840.36
2023-08-16,Scanner,Office Supplies,North,4,977.13,231.49
2024-02-10,Phone,Technology,East,6,1868.86,184.5
2024-09-04,Monitor,Technology,North,10,4564.1,1273.16
2024-03-06,Printer,Office Supplies,West,7,264.29,31.38
2025-05-11,Laptop,Technology,East,1,4979.12,1125.61
2025-01-03,Headphone,Technology,West,10,4134.3,1098.88
2025-10-04,Phone,Technology,North,1,2502.47,421.32
2024-12-28,Scanner,Office Supplies,South,3,241.3,66.01
2024-04-18,Keyboard,Technology,North,1,505.84,130.77
2026-01-15,Phone,Technology,North,9,3223.64,211.41
2024-10-22,Printer,Office Supplies,North,6,4918.68,484.71
2024-04-24,Scanner,Office Supplies,East,9,4498.91,415.26
2025-10-03,Laptop,Technology,North,2,4708.67,710.04
2024-10-10,Mouse,Technology,East,2,4142.73,726.56
2023-07-25,Keyboard,Technology,South,9,2272.65,270.18
2024-12-01,Tablet,Technology,North,5,947.54,224.29
2025-04-25,Printer,Office Supplies,West,10,2846.74,226.11
2025-09-17,Monitor,Technology,North,2,2874.33,476.42
2025-07-04,Keyboard,Technology,North,3,3674.8,354.3
2023-09-21,Laptop,Technology,North,4,1165.88,167.46
2025-03-19,Printer,Office Supplies,South,3,4202.81,885.02
2024-08-01,Printer,Office Supplies,South,5,361.34,81.84
2026-04-11,Keyboard,Technology,South,5,2868.7,440.33
2025-09-08,Mouse,Technology,West,5,967.85,119.76
2024-07-27,Monitor,Technology,East,9,2500.44,486.77
2024-01-03,Phone,Technology,South,1,4164.55,923.53
2025-09-14,Headphone,Technology,South,7,1989.84,367.1
2025-05-06,Scanner,Office Supplies,East,4,3265.44,720.04
2025-05-21,Scanner,Office Supplies,East,2,3528.3,620.77
2024-10-05,Speaker,Technology,West,5,3889.7,445.58
2023-07-30,Laptop,Technology,South,8,4617.4,827.7
2024-10-08,Keyboard,Technology,West,10,2389.51,312.42
2025-11-16,Laptop,Technology,East,1,1679.62,127.91
2025-06-02,Keyboard,Technology,North,3,2164.9,289.4
2025-07-26,Scanner,Office Supplies,South,1,1600.75,266.86
2026-04-18,Phone,Technology,West,7,4065.18,667.14
2024-11-09,Phone,Technology,East,10,4187.07,473.74
2024-08-17,Scanner,Office Supplies,North,4,2464.53,370.39
2025-09-09,Speaker,Technology,East,10,628.49,98.34
2025-01-24,Tablet,Technology,South,5,3006.07,273.57
2026-05-31,Headphone,Technology,South,10,4829.65,1379.89
2023-09-30,Keyboard,Technology,North,2,736.47,98.16
2025-08-08,Printer,Office Supplies,East,8,3985.03,340.18
2024-05-02,Tablet,Technology,South,4,910.18,45.7
2024-12-03,Keyboard,Technology,South,4,1576.28,110.49
2026-01-06,Tablet,Technology,East,1,541.82,60.24
2025-08-20,Phone,Technology,West,4,880.72,66.03
2025-08-04,Phone,Technology,South,2,3375.34,870.29
2025-04-11,Tablet,Technology,South,7,729.66,175.67
2025-09-23,Scanner,Office Supplies,West,10,4500.3,1147.34
2025-10-04,Tablet,Technology,North,4,2717.16,371.48
2024-12-02,Headphone,Technology,East,6,972.98,105.85
2025-09-08,Speaker,Technology,West,2,4133.87,837.69
2026-01-10,Mouse,Technology,South,5,776.59,75.32
2023-09-19,Tablet,Technology,South,7,554.97,81.03
2024-11-18,Keyboard,Technology,West,1,1496.32,219.52
2026-05-24,Printer,Office Supplies,South,7,4796.71,745.57
2026-02-25,Speaker,Technology,North,6,4187.74,696.13
2025-03-28,Monitor,Technology,North,3,3313.76,500.77
2025-11-17,Scanner,Office Supplies,West,1,730.82,129.17
2024-04-27,Phone,Technology,West,1,3303.7,718.72
2025-11-24,Printer,Office Supplies,North,10,2182.41,513.99
2025-10-12,Phone,Technology,East,9,2560.1,627.87
2023-10-18,Scanner,Office Supplies,West,9,647.19,61.3
2023-08-17,Tablet,Technology,North,6,4364.54,305.53
2025-01-30,Headphone,Technology,West,7,1363.4,243.67
2026-02-25,Laptop,Technology,West,8,2377.34,142.55
2024-01-23,Scanner,Office Supplies,East,5,345.36,69.01
2026-01-06,Tablet,Technology,North,9,1753.56,217.5
2025-05-04,Printer,Office Supplies,North,8,975.77,135.85
2024-09-27,Scanner,Office Supplies,North,6,1558.65,91.81
2025-07-16,Laptop,Technology,South,2,2703.22,402.92
2024-07-07,Speaker,Technology,West,7,563.41,130.54
2025-12-11,Printer,Office Supplies,South,9,1792.39,294.86
2025-10-14,Headphone,Technology,East,1,2346.26,162.21
2025-11-03,Keyboard,Technology,North,7,3085.83,712.68
2024-11-30,Speaker,Technology,East,7,4903.31,341.72
2024-09-07,Tablet,Technology,East,2,209.68,60.3
2025-03-24,Tablet,Technology,East,5,4829.28,1199.65
2026-04-17,Headphone,Technology,South,1,2618.79,690.21
2023-07-10,Scanner,Office Supplies,West,5,2909.35,302.0
2026-05-20,Keyboard,Technology,West,3,1456.58,317.33
2024-12-31,Printer,Office Supplies,North,7,1436.13,218.0
2025-11-30,Keyboard,Technology,East,2,1446.37,239.53
2026-05-30,Mouse,Technology,South,2,1201.64,273.08
2026-03-11,Headphone,Technology,West,10,1510.37,344.38
2024-09-19,Tablet,Technology,West,8,3210.39,424.38
2023-10-17,Speaker,Technology,East,8,161.58,21.84
2024-08-05,Keyboard,Technology,South,9,2363.54,556.95
2025-01-03,Keyboard,Technology,North,10,3397.63,387.07
2024-11-28,Monitor,Technology,East,2,3193.78,607.88
2026-03-06,Mouse,Technology,East,5,3765.25,686.77
2024-01-18,Scanner,Office Supplies,South,10,2312.35,385.8
2024-02-26,Headphone,Technology,West,7,917.0,126.46
2026-04-24,Laptop,Technology,West,4,3781.8,457.49
2025-11-22,Tablet,Technology,North,2,4613.76,382.59
2024-01-11,Tablet,Technology,East,3,1169.7,348.61
2023-07-31,Keyboard,Technology,West,9,3857.69,1142.25
2024-02-15,Tablet,Technology,East,6,1824.92,190.59
2025-08-25,Scanner,Office Supplies,East,9,3188.35,688.87
2025-04-02,Speaker,Technology,West,8,2709.29,287.93
2024-11-28,Phone,Technology,South,3,1502.79,422.49
2024-12-01,Tablet,Technology,East,8,1513.2,277.17
2024-10-25,Keyboard,Technology,West,7,3448.42,257.19
2026-05-15,Tablet,Technology,South,3,1025.49,58.72
2025-05-02,Headphone,Technology,West,1,3137.61,940.43
2025-07-17,Scanner,Office Supplies,West,2,3088.08,282.91
2023-08-12,Scanner,Office Supplies,West,9,211.33,42.34
2026-01-24,Speaker,Technology,South,8,4330.85,1137.18
2025-09-07,Scanner,Office Supplies,West,4,3642.99,400.11
2025-04-21,Scanner,Office Supplies,North,4,749.99,49.65
2023-07-28,Headphone,Technology,West,4,2359.78,262.55
2025-02-15,Keyboard,Technology,North,10,4866.75,851.94
2024-10-10,Scanner,Office Supplies,South,8,4373.22,1212.34
2024-03-20,Monitor,Technology,West,9,133.73,7.77
2024-03-25,Phone,Technology,West,5,4324.63,292.31
2025-06-24,Speaker,Technology,North,8,692.81,169.15
2025-04-22,Phone,Technology,West,1,4155.99,269.92
2025-06-25,Scanner,Office Supplies,West,7,2057.2,579.82
2025-01-03,Monitor,Technology,North,3,607.75,159.09
2024-07-01,Scanner,Office Supplies,South,8,2123.18,286.54
2024-10-13,Mouse,Technology,North,8,1396.09,184.99
2025-11-22,Phone,Technology,East,5,3787.26,906.08
2025-04-26,Phone,Technology,East,10,1720.24,279.7
2025-11-29,Printer,Office Supplies,South,9,3012.7,724.04
2024-02-19,Printer,Office Supplies,East,5,227.11,61.33
2023-09-23,Printer,Office Supplies,East,8,4729.48,423.65
2024-07-02,Phone,Technology,South,3,3399.07,301.19
2024-05-10,Headphone,Technology,South,1,1532.43,223.82
2023-09-18,Mouse,Technology,North,5,2957.83,257.6
2025-08-04,Scanner,Office Supplies,West,8,3633.58,858.85
2025-01-21,Headphone,Technology,South,10,4510.02,1321.89
2025-10-22,Speaker,Technology,West,3,1640.05,235.5
2023-12-28,Speaker,Technology,West,1,2462.06,421.01
2026-03-27,Monitor,Technology,South,3,1777.6,226.34
2023-07-15,Printer,Office Supplies,North,4,3082.34,715.69
2024-02-11,Scanner,Office Supplies,North,9,2544.07,489.36
2026-02-16,Mouse,Technology,North,7,3732.75,525.91
2024-05-28,Monitor,Technology,East,9,4764.94,842.7
2026-01-18,Speaker,Technology,North,1,4248.37,783.54
2025-08-30,Phone,Technology,East,3,2876.84,322.19
2025-07-26,Mouse,Technology,South,1,1218.87,279.54
2024-09-19,Headphone,Technology,South,2,1402.24,167.38
2025-10-24,Keyboard,Technology,South,4,2660.53,173.51
2024-03-10,Headphone,Technology,North,9,3832.23,648.88
2024-01-22,Laptop,Technology,South,8,1662.41,346.57
2024-05-03,Monitor,Technology,North,9,2265.3,382.86
2023-07-04,Headphone,Technology,North,10,1153.47,198.17
2025-01-20,Tablet,Technology,West,4,4319.58,336.41
2025-04-30,Headphone,Technology,West,1,4048.25,824.24
2025-02-04,Printer,Office Supplies,West,3,3797.35,760.76
2026-04-06,Scanner,Office Supplies,East,5,2585.74,461.68
2025-08-09,Speaker,Technology,East,8,1320.21,156.87
2026-03-26,Monitor,Technology,West,1,4888.42,1400.16
2023-06-20,Scanner,Office Supplies,West,3,4477.5,794.25
2025-11-13,Keyboard,Technology,East,2,421.24,66.56
2025-10-13,Phone,Technology,South,4,1777.92,394.24
2024-07-22,Monitor,Technology,East,6,3837.98,396.48
2025-01-03,Speaker,Technology,South,10,2412.19,533.54
2025-05-02,Keyboard,Technology,West,3,1686.45,165.23
2023-08-08,Keyboard,Technology,West,10,3089.6,275.85
2023-09-26,Tablet,Technology,East,8,3920.8,460.09
2023-07-06,Printer,Office Supplies,East,6,1916.88,242.6
2024-03-04,Phone,Technology,West,1,1609.28,307.09
2025-12-30,Tablet,Technology,South,8,371.01,56.47
2023-07-09,Printer,Office Supplies,South,5,195.45,44.19
2024-01-20,Printer,Office Supplies,West,7,4179.5,233.72
2024-02-02,Scanner,Office Supplies,South,10,2834.53,665.42
2024-11-15,Speaker,Technology,North,4,2256.51,267.38
2026-01-29,Keyboard,Technology,West,1,1694.87,287.99
2025-10-02,Tablet,Technology,West,4,3470.22,962.02
2023-10-22,Printer,Office Supplies,North,2,4935.95,970.06
2024-11-30,Laptop,Technology,East,8,3234.18,384.9
2026-02-22,Printer,Office Supplies,North,6,644.05,53.82
2025-04-22,Tablet,Technology,East,10,4139.12,1111.3
2024-01-19,Mouse,Technology,East,10,2853.0,455.24
2024-01-25,Speaker,Technology,East,1,3837.66,442.02
2025-03-03,Keyboard,Technology,East,6,3883.29,260.18
2024-06-17,Phone,Technology,East,8,3761.64,390.09
2023-08-24,Mouse,Technology,East,5,2357.94,314.2
2024-04-10,Headphone,Technology,North,7,3763.49,209.94
2024-04-17,Tablet,Technology,North,9,2041.91,350.37
2026-05-18,Laptop,Technology,North,10,4573.61,814.4
2025-01-29,Tablet,Technology,East,9,4978.71,1443.56
2024-10-13,Phone,Technology,North,2,1484.97,198.15
2026-05-24,Headphone,Technology,North,9,551.5,104.55
2025-03-01,Keyboard,Technology,North,10,4013.1,1049.73
2025-04-09,Phone,Technology,North,7,3089.15,921.3
2024-03-27,Printer,Office Supplies,South,6,2382.0,648.71
2024-07-15,Monitor,Technology,West,9,990.2,191.91
2023-09-14,Tablet,Technology,East,1,4458.05,670.34
2024-07-22,Headphone,Technology,South,6,4158.29,227.53
2024-05-01,Tablet,Technology,East,9,837.43,220.99
2025-08-18,Phone,Technology,East,10,3302.7,330.54
2023-10-17,Keyboard,Technology,East,3,1025.35,89.28
2023-09-24,Monitor,Technology,North,3,228.5,45.81
2025-01-07,Speaker,Technology,East,4,1807.75,121.69
2025-10-19,Mouse,Technology,East,4,1088.34,98.85
2023-06-27,Mouse,Technology,West,2,3884.49,220.73
2025-04-18,Tablet,Technology,South,7,224.58,59.94
2024-06-09,Laptop,Technology,South,7,2289.38,342.94
2025-05-28,Headphone,Technology,South,9,4091.05,299.52
2025-03-28,Headphone,Technology,South,2,3650.14,293.57
2025-01-19,Phone,Technology,East,7,3729.15,520.58
2025-04-18,Mouse,Technology,East,8,1130.6,82.19
2026-05-24,Printer,Office Supplies,North,1,2592.8,742.12
2023-06-11,Tablet,Technology,North,6,4036.72,605.82
2024-01-01,Scanner,Office Supplies,West,5,4734.09,1226.76
2026-05-12,Mouse,Technology,West,8,4998.56,355.46
2024-07-24,Laptop,Technology,East,1,4761.41,565.08
2023-07-19,Keyboard,Technology,North,3,4252.33,401.16
2025-01-12,Speaker,Technology,North,1,863.22,193.16
2026-01-03,Headphone,Technology,East,6,4031.66,1074.79
2024-11-13,Headphone,Technology,South,3,2132.89,190.62
2026-04-30,Speaker,Technology,South,6,4829.97,1137.42
2024-08-31,Monitor,Technology,South,5,3954.13,227.34
2023-10-19,Tablet,Technology,East,10,3164.03,877.21
2025-05-06,Scanner,Office Supplies,North,8,239.54,13.52
2026-06-06,Laptop,Technology,West,1,3701.26,318.62
2024-02-11,Speaker,Technology,South,3,1947.48,388.77
2025-01-05,Monitor,Technology,North,7,173.2,47.51
2024-07-26,Monitor,Technology,West,9,650.81,109.94
2024-02-29,Phone,Technology,North,5,758.59,152.34
2025-10-02,Phone,Technology,South,6,2400.49,661.86
2025-07-18,Speaker,Technology,North,8,1891.36,384.71
2025-12-20,Phone,Technology,South,3,3768.72,991.14
2025-04-21,Mouse,Technology,South,4,2622.2,659.12
2024-06-28,Monitor,Technology,East,10,3741.61,858.01
2024-08-24,Monitor,Technology,East,6,1323.92,149.16
2024-07-19,Phone,Technology,East,3,3374.95,607.42
2024-01-21,Scanner,Office Supplies,North,7,2167.9,466.75
2023-07-02,Laptop,Technology,North,3,3991.55,1177.04
2025-12-25,Laptop,Technology,West,6,4193.36,458.99
2024-11-09,Laptop,Technology,East,4,2903.22,496.34
2025-10-15,Headphone,Technology,West,10,2087.72,622.51
2024-11-11,Printer,Office Supplies,East,9,2774.81,220.47
2024-05-29,Scanner,Office Supplies,East,6,1752.55,478.68
2023-06-09,Phone,Technology,North,6,3882.84,637.09
2024-10-17,Speaker,Technology,West,1,1388.03,340.75
2026-05-02,Speaker,Technology,West,2,718.52,76.72
2023-08-20,Monitor,Technology,East,5,2797.28,346.66
2026-04-26,Phone,Technology,North,9,2237.2,662.39
2025-05-09,Keyboard,Technology,South,3,2048.03,584.33
2025-10-25,Mouse,Technology,East,9,3901.97,388.91
2024-04-08,Headphone,Technology,North,9,3921.69,747.95
2026-03-05,Scanner,Office Supplies,South,6,2743.34,612.93
2025-02-13,Keyboard,Technology,South,3,590.68,53.99
2024-07-07,Speaker,Technology,South,5,4716.74,954.75
2023-10-30,Laptop,Technology,East,7,4799.38,1378.5
2024-12-16,Speaker,Technology,West,6,4862.84,1329.68
2023-10-21,Keyboard,Technology,North,5,3635.58,454.44
2024-01-07,Speaker,Technology,North,1,3373.79,344.76
2024-09-18,Tablet,Technology,South,4,787.49,134.06
2023-08-23,Tablet,Technology,West,10,3952.93,836.13
2025-07-25,Mouse,Technology,South,5,1318.01,181.36
2025-03-24,Keyboard,Technology,South,4,4473.93,361.8
2026-05-19,Phone,Technology,East,1,797.8,94.83
2023-08-01,Monitor,Technology,West,4,2651.04,480.0
2023-12-21,Phone,Technology,West,3,1564.23,127.04
2026-04-20,Monitor,Technology,East,5,4413.11,1052.8
2026-01-08,Laptop,Technology,North,8,1969.36,537.2
2026-01-13,Tablet,Technology,West,5,2966.4,798.14
2025-11-21,Mouse,Technology,East,4,2661.91,192.04
2025-01-14,Phone,Technology,West,1,4199.87,1221.37
2025-02-03,Monitor,Technology,East,5,4339.32,520.94
2023-10-29,Speaker,Technology,East,6,1711.27,370.91
2024-02-29,Monitor,Technology,West,4,163.34,37.29
2024-02-06,Headphone,Technology,East,2,2525.38,499.45
2024-07-25,Phone,Technology,West,10,2847.29,738.45
2024-01-10,Speaker,Technology,North,10,4364.93,946.71
2025-05-06,Monitor,Technology,North,10,2992.68,743.38
2026-02-03,Monitor,Technology,East,10,675.62,162.83
2023-07-27,Headphone,Technology,North,6,2166.96,321.66
2023-09-28,Phone,Technology,North,7,4275.94,826.69
2023-07-03,Tablet,Technology,South,1,3378.43,190.58
2025-07-26,Scanner,Office Supplies,North,8,584.14,163.66
2026-03-26,Printer,Office Supplies,East,4,1857.09,409.96
2023-12-19,Printer,Office Supplies,West,5,2285.43,141.58
2025-06-21,Keyboard,Technology,East,7,1125.97,273.28
2023-07-01,Scanner,Office Supplies,West,2,3926.74,365.24
2023-10-08,Scanner,Office Supplies,South,6,1823.84,336.61
2026-01-01,Printer,Office Supplies,West,6,596.36,137.45
2024-05-02,Headphone,Technology,West,4,2536.24,244.87
2024-12-30,Printer,Office Supplies,East,8,4294.28,735.87
2025-06-12,Scanner,Office Supplies,East,1,3798.38,1100.87
2025-06-27,Monitor,Technology,East,9,1029.97,131.46
2025-01-08,Speaker,Technology,North,4,971.75,198.84
2024-10-19,Monitor,Technology,West,5,543.66,108.46
2025-08-23,Keyboard,Technology,West,3,3607.85,660.98
2025-06-25,Tablet,Technology,East,10,607.77,175.66
2025-04-25,Headphone,Technology,South,8,4856.65,636.02
2026-04-01,Laptop,Technology,East,1,1304.93,115.82
2026-03-24,Phone,Technology,South,4,1199.9,268.5
2025-12-17,Mouse,Technology,South,1,2257.74,570.94
2026-04-13,Printer,Office Supplies,West,8,1294.03,71.42
2024-10-08,Tablet,Technology,South,7,2825.98,846.64
2026-02-02,Keyboard,Technology,West,5,4254.73,830.62
2023-09-04,Scanner,Office Supplies,East,6,4036.79,467.82
2023-07-20,Mouse,Technology,South,6,1668.76,232.41
2025-04-25,Mouse,Technology,North,9,3998.23,778.61
2023-08-16,Phone,Technology,South,6,2723.26,207.52
2024-06-08,Speaker,Technology,East,10,4123.28,437.03
2026-01-30,Laptop,Technology,West,2,2355.17,375.57
2026-01-06,Keyboard,Technology,North,6,208.36,33.78
2023-08-29,Phone,Technology,East,2,4351.13,378.42
2025-05-25,Printer,Office Supplies,North,10,2891.79,829.47
2023-08-10,Phone,Technology,South,7,2211.07,533.07
2024-02-20,Mouse,Technology,East,6,3342.82,426.06
2024-10-17,Mouse,Technology,West,3,2892.3,778.01
2023-11-09,Speaker,Technology,North,10,4902.87,964.48
2026-05-21,Laptop,Technology,North,2,3589.36,501.03
2025-04-27,Headphone,Technology,South,4,411.78,63.18
2024-11-04,Mouse,Technology,South,3,4900.93,1193.05
2023-09-21,Laptop,Technology,North,6,3282.09,570.24
2024-11-24,Monitor,Technology,West,7,561.39,84.71
2025-08-28,Tablet,Technology,East,3,3512.43,297.25
2025-05-13,Monitor,Technology,West,5,1624.86,153.31
2023-09-27,Phone,Technology,South,4,544.6,62.7
2024-05-16,Scanner,Office Supplies,East,8,4929.62,1026.6
2026-01-19,Monitor,Technology,North,9,2666.95,146.95
2023-11-09,Laptop,Technology,North,9,3445.28,254.51
2023-12-26,Laptop,Technology,North,10,122.84,17.96
2025-04-20,Headphone,Technology,South,4,1936.7,130.43
2025-06-08,Headphone,Technology,East,2,2541.19,467.08
2024-01-03,Keyboard,Technology,West,3,3038.62,587.96
2024-09-07,Speaker,Technology,North,10,829.36,211.28
2024-12-22,Laptop,Technology,North,5,4682.94,1274.03
2026-05-02,Printer,Office Supplies,South,2,628.1,138.66
2023-10-30,Phone,Technology,East,8,1046.48,92.94
2023-09-02,Speaker,Technology,North,9,4175.67,1027.28
2024-04-22,Monitor,Technology,South,8,1757.89,248.61
2023-06-22,Mouse,Technology,North,8,3990.86,241.04
2026-05-01,Headphone,Technology,East,9,584.02,105.1
2024-10-23,Headphone,Technology,West,9,2917.93,533.93
2024-08-03,Mouse,Technology,South,5,1484.55,124.51
2024-01-28,Tablet,Technology,West,1,2080.77,300.19
2023-10-02,Phone,Technology,West,5,611.16,116.31
2025-09-09,Phone,Technology,North,9,4962.21,1204.25
2024-05-01,Laptop,Technology,South,6,1021.59,73.86
2025-01-18,Laptop,Technology,East,7,2718.03,167.98
2024-02-26,Mouse,Technology,West,9,1823.65,336.36
2024-11-13,Speaker,Technology,North,4,4261.18,755.02
2025-07-06,Monitor,Technology,South,6,2340.45,225.68
2024-02-12,Monitor,Technology,North,1,3598.77,625.53
2026-04-07,Tablet,Technology,East,1,1109.55,246.71
2025-09-19,Mouse,Technology,East,3,3332.01,929.0
2024-11-11,Tablet,Technology,West,1,4150.2,593.25
2024-03-04,Keyboard,Technology,East,7,794.18,88.59
2025-02-09,Headphone,Technology,East,4,3579.84,986.32
2024-10-30,Printer,Office Supplies,West,7,2105.1,110.64
2025-06-21,Printer,Office Supplies,West,5,4228.91,411.79
2025-02-17,Headphone,Technology,North,8,151.11,33.72
2025-01-20,Keyboard,Technology,North,2,3348.52,354.08
2025-11-10,Keyboard,Technology,South,9,4520.86,778.19
2023-07-08,Scanner,Office Supplies,West,5,920.1,216.24
2024-12-25,Speaker,Technology,East,2,1503.55,396.75
2025-05-21,Monitor,Technology,South,2,2035.04,552.31
2024-09-10,Speaker,Technology,North,8,4247.63,425.6
2026-04-24,Phone,Technology,West,3,635.79,68.13
2025-03-25,Monitor,Technology,South,7,3836.45,965.26
2026-02-04,Headphone,Technology,West,10,1917.42,449.8
2024-06-20,Laptop,Technology,South,4,3348.1,588.95
2026-02-06,Scanner,Office Supplies,South,6,314.41,16.84
2024-09-30,Printer,Office Supplies,South,1,4617.01,634.97
2026-03-22,Tablet,Technology,North,4,1962.17,562.56
2025-02-18,Keyboard,Technology,West,1,3173.35,425.14
2025-09-25,Phone,Technology,East,9,439.98,49.03
2024-01-02,Keyboard,Technology,North,2,802.48,233.56
2024-02-18,Monitor,Technology,South,6,2108.63,387.08
2024-09-16,Scanner,Office Supplies,South,1,288.31,79.39
2024-06-17,Tablet,Technology,West,10,116.76,7.54
2023-10-18,Monitor,Technology,North,10,4299.31,1034.17
2026-02-28,Speaker,Technology,West,10,462.23,98.09
2023-11-07,Tablet,Technology,West,4,1484.1,302.77
2024-05-26,Phone,Technology,West,8,3101.78,422.73
2026-01-17,Keyboard,Technology,South,3,2325.69,627.61
2026-04-17,Printer,Office Supplies,West,5,3221.76,301.52
2024-06-03,Keyboard,Technology,East,3,1903.58,105.14
2025-03-19,Laptop,Technology,South,7,2353.67,535.86
2024-04-23,Keyboard,Technology,West,7,4216.66,582.89
2024-02-22,Tablet,Technology,West,8,2356.85,384.35
2024-06-29,Scanner,Office Supplies,South,9,1755.23,379.73
2023-08-16,Mouse,Technology,South,10,1305.43,297.83
2023-11-15,Scanner,Office Supplies,West,6,4511.74,843.93
2024-01-29,Printer,Office Supplies,North,9,1146.22,97.81
2024-12-24,Phone,Technology,West,1,1571.57,405.81
2023-10-18,Mouse,Technology,South,7,1164.17,218.77
2024-09-26,Speaker,Technology,North,4,2215.74,633.26
2025-01-04,Tablet,Technology,South,7,2880.23,268.11
2023-06-22,Headphone,Technology,West,6,3931.11,390.96
2023-11-25,Phone,Technology,West,6,1303.92,305.92
2025-05-26,Headphone,Technology,North,2,4671.8,948.75
2024-06-14,Monitor,Technology,North,6,520.18,27.14
2024-01-14,Monitor,Technology,South,3,1635.14,450.4
2023-11-19,Mouse,Technology,East,10,1607.05,106.88
2023-08-13,Phone,Technology,East,5,2427.93,548.47
2024-08-28,Monitor,Technology,South,3,4031.45,362.64
2025-08-04,Tablet,Technology,West,3,680.36,188.84
2025-04-26,Speaker,Technology,East,4,2806.37,469.76
2024-07-25,Monitor,Technology,West,2,3352.96,290.57
2025-08-22,Laptop,Technology,West,8,764.43,111.02
2023-06-18,Keyboard,Technology,East,8,3858.98,758.46
2025-06-07,Headphone,Technology,North,8,2902.36,469.7
2025-02-18,Headphone,Technology,North,6,1784.76,240.84
2025-07-12,Monitor,Technology,West,3,968.45,199.51
2024-03-27,Monitor,Technology,South,6,4965.19,1230.09
2025-04-10,Printer,Office Supplies,North,6,3585.9,1029.84
2023-08-01,Headphone,Technology,West,3,4919.5,854.46
2023-07-02,Scanner,Office Supplies,East,9,4271.14,418.6
2024-07-02,Laptop,Technology,North,4,2499.08,690.88
2025-11-29,Printer,Office Supplies,East,1,1389.26,415.44
2024-11-26,Printer,Office Supplies,West,2,3774.99,905.78
2025-05-18,Scanner,Office Supplies,North,10,2801.24,231.56
2026-02-25,Laptop,Technology,West,7,1583.28,158.19
2025-12-18,Tablet,Technology,West,6,276.32,60.23
2025-11-11,Scanner,Office Supplies,West,7,4035.42,1062.96
2024-05-14,Scanner,Office Supplies,East,9,748.47,102.21
2025-11-02,Mouse,Technology,West,2,2495.27,291.12
2024-08-23,Scanner,Office Supplies,North,3,4321.25,1183.83
2023-09-07,Monitor,Technology,North,3,1290.51,121.67
2023-07-08,Headphone,Technology,North,1,4027.14,985.52
2024-05-12,Laptop,Technology,North,3,3708.87,501.75
2025-02-06,Headphone,Technology,West,6,3168.02,848.51
2025-05-26,Monitor,Technology,South,4,3101.57,198.63
2026-02-07,Monitor,Technology,North,1,1009.32,231.7
2023-10-09,Tablet,Technology,North,2,3978.8,430.78
2025-03-18,Tablet,Technology,West,4,1669.98,304.49
2026-04-19,Phone,Technology,East,10,3066.74,295.99
2025-03-14,Laptop,Technology,North,3,2268.33,401.26
2025-08-06,Mouse,Technology,South,2,1389.98,374.66
2026-01-16,Monitor,Technology,South,3,1022.17,267.97
2025-11-10,Tablet,Technology,West,9,3212.95,636.41
2023-08-08,Printer,Office Supplies,East,4,1169.47,131.84
